,Fecha_registro,Fecha_contacto,Id,Genero,Casado,Dependientes,Educacion,Trabaja_para_el,Salario,Salario_Pareja,Credito_pedido,Plazo_prestamo,Historial_crediticio,Area_vivienda,Estatus_prestamo,Asesor_asignado
94,02/27/2019 11:27 AM,02/28/2019 12:01 PM,LP001349,Hombre,0,0,1,No,4843.0,3806.0,151.0,360.0,1,Semiurbana,1,Pablo
95,02/26/2019 11:57 AM,02/27/2019 01:39 PM,LP002936,Hombre,1,0,1,No,3859.0,3300.0,142.0,180.0,1,Rural,1,Pablo
96,02/26/2019 09:59 AM,02/27/2019 01:12 PM,LP002301,Mujer,0,0,1,Si,7441.0,0.0,194.0,360.0,1,Rural,0,
97,02/28/2019 10:55 AM,03/01/2019 01:21 PM,LP001097,Hombre,0,1,1,Si,4692.0,0.0,106.0,360.0,1,Rural,0,
98,02/27/2019 11:18 AM,02/28/2019 04:59 PM,LP001570,Hombre,1,2,1,No,4167.0,1447.0,158.0,360.0,1,Rural,1,Pablo
99,02/26/2019 09:42 AM,02/27/2019 12:40 PM,LP001318,Hombre,1,2,1,No,6250.0,5654.0,188.0,180.0,1,Semiurbana,1,Ana
100,02/26/2019 11:07 AM,02/27/2019 02:38 PM,LP001972,Hombre,1,0,0,No,2875.0,1750.0,105.0,360.0,1,Semiurbana,1,Pablo
101,02/28/2019 11:23 AM,03/01/2019 06:24 PM,LP001263,Hombre,1,4,1,No,3167.0,4000.0,180.0,300.0,0,Semiurbana,0,
102,02/26/2019 10:19 AM,02/27/2019 12:46 PM,LP002149,Hombre,1,2,1,No,8333.0,3167.0,165.0,360.0,1,Rural,1,Ana
103,02/28/2019 09:43 AM,03/01/2019 05:28 PM,LP001245,Hombre,1,2,0,Si,1875.0,1875.0,97.0,360.0,1,Semiurbana,1,Santiago
104,02/26/2019 07:22 AM,02/27/2019 02:42 PM,LP002051,Hombre,1,0,1,No,2400.0,2167.0,115.0,360.0,1,Semiurbana,1,Regina
105,02/26/2019 07:13 AM,02/27/2019 03:48 PM,LP002738,Hombre,0,2,1,No,3617.0,0.0,107.0,360.0,1,Semiurbana,1,Pablo
106,02/28/2019 08:25 AM,03/01/2019 01:00 PM,LP002714,Hombre,0,1,0,No,2679.0,1302.0,94.0,360.0,1,Semiurbana,1,Dudley
107,02/28/2019 08:27 AM,03/01/2019 04:51 PM,LP002082,Hombre,1,0,1,Si,5818.0,2160.0,184.0,360.0,1,Semiurbana,1,Regina
108,02/28/2019 07:08 AM,03/01/2019 04:28 PM,LP001935,Hombre,0,0,1,No,9508.0,0.0,187.0,360.0,1,Rural,1,Pablo
109,02/27/2019 08:30 AM,02/28/2019 12:53 PM,LP002314,Mujer,0,0,0,No,2213.0,0.0,66.0,360.0,1,Rural,1,Santiago
110,02/27/2019 11:04 AM,02/28/2019 06:53 PM,LP001671,Mujer,1,0,1,No,3416.0,2816.0,113.0,360.0,1,Semiurbana,1,Pablo
111,02/26/2019 07:52 AM,02/27/2019 12:22 PM,LP001432,Hombre,1,2,1,No,2957.0,0.0,81.0,360.0,1,Semiurbana,1,Regina
112,02/27/2019 09:32 AM,02/28/2019 01:45 PM,LP002137,Hombre,1,0,1,No,6333.0,4583.0,259.0,360.0,1,Semiurbana,1,Pablo
113,02/28/2019 08:20 AM,03/01/2019 02:31 PM,LP001915,Hombre,1,2,1,No,2301.0,985.7999877999998,78.0,180.0,1,Urbana,1,Regina
114,02/27/2019 08:24 AM,02/28/2019 03:03 PM,LP001528,Hombre,0,0,1,No,6277.0,0.0,118.0,360.0,0,Rural,0,
115,02/28/2019 11:57 AM,03/01/2019 06:46 PM,LP002588,Hombre,1,0,1,No,4625.0,2857.0,111.0,12.0,1,Urbana,1,Dudley
116,02/28/2019 11:20 AM,03/01/2019 04:30 PM,LP001792,Hombre,1,1,1,No,3315.0,0.0,96.0,360.0,1,Semiurbana,1,Pablo
117,02/28/2019 09:32 AM,03/01/2019 01:52 PM,LP001806,Hombre,0,0,1,No,2965.0,5701.0,155.0,60.0,1,Urbana,1,Santiago
118,02/27/2019 08:46 AM,02/28/2019 05:46 PM,LP002531,Hombre,1,1,1,Si,16667.0,2250.0,86.0,360.0,1,Semiurbana,1,Regina
119,02/28/2019 08:55 AM,03/01/2019 02:51 PM,LP002777,Hombre,1,0,1,No,2785.0,2016.0,110.0,360.0,1,Rural,1,Santiago
120,02/26/2019 11:53 AM,02/27/2019 03:11 PM,LP001800,Hombre,1,1,0,No,2510.0,1983.0,140.0,180.0,1,Urbana,0,
121,02/28/2019 11:02 AM,03/01/2019 06:40 PM,LP002501,,1,0,1,No,16692.0,0.0,110.0,360.0,1,Semiurbana,1,Dudley
122,02/28/2019 08:11 AM,03/01/2019 02:01 PM,LP001087,Mujer,0,2,1,,3750.0,2083.0,120.0,360.0,1,Semiurbana,1,Santiago
123,02/26/2019 07:42 AM,02/27/2019 03:33 PM,LP001439,Hombre,1,0,0,No,4300.0,2014.0,194.0,360.0,1,Rural,1,Santiago
124,02/26/2019 08:38 AM,02/27/2019 02:44 PM,LP001877,Hombre,1,2,1,No,4708.0,1387.0,150.0,360.0,1,Semiurbana,1,Dudley
125,02/27/2019 09:39 AM,02/28/2019 02:35 PM,LP002231,Mujer,0,0,1,No,6000.0,0.0,156.0,360.0,1,Urbana,1,Pablo
126,02/26/2019 10:48 AM,02/27/2019 06:25 PM,LP001641,Hombre,1,1,1,Si,2178.0,0.0,66.0,300.0,0,Rural,0,
127,02/28/2019 09:47 AM,03/01/2019 04:28 PM,LP002386,Hombre,0,0,1,,12876.0,0.0,405.0,360.0,1,Semiurbana,1,Santiago
128,02/26/2019 10:59 AM,02/27/2019 05:09 PM,LP002529,Hombre,1,2,1,No,6700.0,1750.0,230.0,300.0,1,Semiurbana,1,Regina
129,02/28/2019 07:41 AM,03/01/2019 06:39 PM,LP001914,Hombre,1,0,1,No,3927.0,800.0,112.0,360.0,1,Semiurbana,1,Pablo
130,02/28/2019 11:25 AM,03/01/2019 02:36 PM,LP002194,Mujer,0,0,1,Si,15759.0,0.0,55.0,360.0,1,Semiurbana,1,Santiago
131,02/27/2019 08:12 AM,02/28/2019 03:13 PM,LP002408,Hombre,0,0,1,No,3660.0,5064.0,187.0,360.0,1,Semiurbana,1,Dudley
132,02/27/2019 11:36 AM,02/28/2019 03:38 PM,LP001391,Hombre,1,0,0,No,3572.0,4114.0,152.0,,0,Rural,0,
133,02/26/2019 07:06 AM,02/27/2019 04:18 PM,LP002345,Hombre,1,0,1,No,1025.0,2773.0,112.0,360.0,1,Rural,1,Regina
134,02/26/2019 10:01 AM,02/27/2019 02:23 PM,LP001205,Hombre,1,0,1,No,2500.0,3796.0,120.0,360.0,1,Urbana,1,Dudley
135,02/28/2019 01:54 PM,02/27/2019 10:28 AM,LP001917,Mujer,0,0,1,No,1811.0,1666.0,54.0,360.0,1,Urbana,1,Santiago
136,02/28/2019 10:19 AM,03/01/2019 01:03 PM,LP002390,Hombre,0,0,1,No,3750.0,0.0,100.0,360.0,1,Urbana,1,Regina
137,02/27/2019 07:44 AM,02/28/2019 02:16 PM,LP002236,Hombre,1,2,1,No,4566.0,0.0,100.0,360.0,1,Urbana,0,
138,02/26/2019 07:37 AM,02/27/2019 12:27 PM,LP002234,Hombre,0,0,1,Si,7167.0,0.0,128.0,360.0,1,Urbana,1,Santiago
139,02/28/2019 08:30 AM,03/01/2019 01:12 PM,LP002447,Hombre,1,2,0,No,1958.0,1456.0,60.0,300.0,1,Urbana,1,Dudley
140,02/28/2019 11:40 AM,03/01/2019 04:05 PM,LP001859,Hombre,1,0,1,No,14683.0,2100.0,304.0,360.0,1,Rural,0,
141,02/26/2019 09:20 AM,02/27/2019 05:44 PM,LP002190,Hombre,1,1,1,No,6325.0,0.0,175.0,360.0,1,Semiurbana,1,Santiago
142,02/26/2019 09:10 AM,02/27/2019 03:45 PM,LP002527,Hombre,1,2,1,Si,16525.0,1014.0,150.0,360.0,1,Rural,1,Pablo
143,02/26/2019 10:29 AM,02/27/2019 05:06 PM,LP001350,Hombre,1,0,1,No,13650.0,0.0,,360.0,1,Urbana,1,Dudley
144,02/26/2019 07:50 AM,02/27/2019 04:43 PM,LP001904,Hombre,1,0,1,No,3103.0,1300.0,80.0,360.0,1,Urbana,1,Regina
145,02/27/2019 07:03 AM,02/28/2019 05:27 PM,LP002002,Mujer,0,0,1,No,2917.0,0.0,84.0,360.0,1,Semiurbana,1,Ana
146,02/26/2019 08:34 AM,02/27/2019 03:08 PM,LP002114,Mujer,0,0,1,No,4160.0,0.0,71.0,360.0,1,Semiurbana,1,Regina
147,02/28/2019 10:17 AM,03/01/2019 04:31 PM,LP002116,Mujer,0,0,1,No,2378.0,0.0,46.0,360.0,1,Rural,0,
148,02/26/2019 09:17 AM,02/27/2019 05:01 PM,LP002804,Mujer,1,0,1,No,4180.0,2306.0,182.0,360.0,1,Semiurbana,1,Pablo
149,02/28/2019 11:21 AM,03/01/2019 12:39 PM,LP002086,Mujer,1,0,1,No,4333.0,2451.0,110.0,360.0,1,Urbana,0,
150,02/28/2019 07:12 AM,03/01/2019 01:47 PM,LP001819,Hombre,1,1,0,No,6608.0,0.0,137.0,180.0,1,Urbana,1,Ana
151,02/27/2019 11:27 AM,02/28/2019 03:57 PM,LP002582,Mujer,0,0,0,Si,17263.0,0.0,225.0,360.0,1,Semiurbana,1,Regina
152,02/26/2019 11:33 AM,02/27/2019 12:24 PM,LP001206,Hombre,1,4,1,No,3029.0,0.0,99.0,360.0,1,Urbana,1,Pablo
153,02/28/2019 07:43 AM,03/01/2019 12:03 PM,LP001931,Mujer,0,0,1,No,4124.0,0.0,115.0,360.0,1,Semiurbana,1,Dudley
154,02/27/2019 07:54 AM,02/28/2019 04:14 PM,LP002541,Hombre,1,0,1,No,10833.0,0.0,234.0,360.0,1,Semiurbana,1,Ana
155,02/26/2019 07:14 AM,02/27/2019 03:59 PM,LP002403,Hombre,0,0,1,Si,10416.0,0.0,187.0,360.0,0,Urbana,0,
156,02/27/2019 01:09 PM,02/26/2019 10:00 AM,LP002586,Mujer,1,1,1,No,3326.0,913.0,105.0,84.0,1,Semiurbana,1,Pablo
157,02/26/2019 11:48 AM,02/27/2019 06:16 PM,LP002524,Hombre,0,2,1,No,5532.0,4648.0,162.0,360.0,1,Rural,1,Pablo
158,02/27/2019 07:14 AM,02/28/2019 04:57 PM,LP001029,Hombre,0,0,1,No,1853.0,2840.0,114.0,360.0,1,Rural,0,
159,02/28/2019 10:37 AM,03/01/2019 06:26 PM,LP002767,Hombre,1,0,1,No,2768.0,1950.0,155.0,360.0,1,Rural,1,Santiago
160,02/27/2019 10:12 AM,02/28/2019 04:42 PM,LP002933,,0,4,1,Si,9357.0,0.0,292.0,360.0,1,Semiurbana,1,Regina
161,02/26/2019 07:01 AM,02/27/2019 06:08 PM,LP002571,Hombre,0,0,0,No,3691.0,0.0,110.0,360.0,1,Rural,1,Santiago
162,02/28/2019 11:57 AM,03/01/2019 03:49 PM,LP001519,Mujer,0,0,1,No,10000.0,1666.0,225.0,360.0,1,Rural,0,
163,02/27/2019 07:01 AM,02/28/2019 03:11 PM,LP002916,Hombre,1,0,1,No,2297.0,1522.0,104.0,360.0,1,Urbana,1,Santiago
164,02/28/2019 10:01 AM,03/01/2019 02:59 PM,LP001387,Mujer,1,0,1,,2929.0,2333.0,139.0,360.0,1,Semiurbana,1,Ana
165,02/26/2019 10:45 AM,02/27/2019 05:23 PM,LP001109,Hombre,1,0,1,No,1828.0,1330.0,100.0,,0,Urbana,0,
166,02/28/2019 08:07 AM,03/01/2019 04:40 PM,LP001002,Hombre,0,0,1,No,5849.0,0.0,,360.0,1,Urbana,1,Santiago
167,02/27/2019 09:09 AM,02/28/2019 01:03 PM,LP002716,Hombre,0,0,0,No,6783.0,0.0,130.0,360.0,1,Semiurbana,1,Dudley
168,02/26/2019 09:54 AM,02/27/2019 06:26 PM,LP001066,Hombre,1,0,1,Si,9560.0,0.0,191.0,360.0,1,Semiurbana,1,Regina
169,02/26/2019 11:19 AM,02/27/2019 05:33 PM,LP001050,,1,2,0,No,3365.0,1917.0,112.0,360.0,0,Rural,0,
170,02/26/2019 10:30 AM,02/27/2019 12:03 PM,LP001653,Hombre,0,0,0,No,4885.0,0.0,48.0,360.0,1,Rural,1,Ana
171,02/26/2019 07:29 AM,02/27/2019 05:35 PM,LP001636,Hombre,1,0,1,No,4600.0,0.0,73.0,180.0,1,Semiurbana,1,Pablo
172,02/27/2019 11:00 AM,02/28/2019 03:55 PM,LP001836,Mujer,0,2,1,No,3427.0,0.0,138.0,360.0,1,Urbana,0,
173,02/27/2019 07:46 AM,02/28/2019 04:39 PM,LP002087,Mujer,0,0,1,No,2500.0,0.0,67.0,360.0,1,Urbana,1,Ana
